onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	worker_id
3.533	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.625	s587
6.145728	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.909	s587
8.765	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.501	s587
11.383863999999999	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.499	s587
14.002592	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.558	s587
16.619456	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.614	s587
19.235	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.766	s587
21.850864	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.55	s587
24.464864000000002	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.706	s587
27.080864000000002	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.566	s587
29.699864	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.759	s587
32.311728	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.58	s587
34.931864000000004	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.553	s587
37.544591999999994	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.635	s587
40.156	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.518	s587
42.769864	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.54	s587
45.385	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.649	s587
48.003864	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.534	s587
50.617048000000004	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.614	s587
53.235728	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.529	s587
55.854864	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	1.021	s587
58.474	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.557	s587
61.091864	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.527	s587
63.706	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.625	s587
66.325864	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.689	s587
68.94372800000001	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.671	s587
71.561728	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.696	s587
74.175864	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.696	s587
76.794	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.636	s587
79.407864	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.631	s587
82.019	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.603	s587
84.63472800000001	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.754	s587
87.248	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.569	s587
89.862	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.745	s587
92.474864	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	1.11	s587
95.093728	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.552	s587
97.71159200000001	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.648	s587
100.327	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.574	s587
102.944864	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.605	s587
105.562864	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.652	s587
108.181	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.584	s587
