onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	worker_id
3.511864	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.613	s526
6.118	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.673	s526
8.724	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.793	s526
11.328592	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.777	s526
13.934456	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.645	s526
16.541592	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.752	s526
19.148	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.529	s526
21.753592	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.735	s526
24.361	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.599	s526
26.966592000000002	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.555	s526
29.575	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.67	s526
32.18	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.427	s526
34.785591999999994	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.535	s526
37.391864	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.642	s526
39.998728	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.861	s526
42.604456	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.493	s526
45.211728	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.801	s526
47.819	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.671	s526
50.424592	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.665	s526
53.032	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.591	s526
55.638	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.665	s526
58.242456	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.611	s526
60.848592	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.646	s526
63.454	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.553	s526
66.061864	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.499	s526
68.66718399999999	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.493	s526
71.27486400000001	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.625	s526
73.881	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.455	s526
76.485864	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.605	s526
79.091864	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.645	s526
81.696864	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.85	s526
84.304456	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.451	s526
86.912	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.48	s526
89.518728	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.737	s526
92.125	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.615	s526
94.729864	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.571	s526
97.335592	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.585	s526
99.94045600000001	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.471	s526
102.547	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.554	s526
105.153864	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.547	s526
107.75986400000001	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.502	s526
110.363864	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.673	s526
112.970864	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.57	s526
115.575728	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	1.14	s526
118.180864	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.739	s526
