onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	worker_id
3.518864	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.634	s583
6.127	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.793	s583
8.737	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.654	s583
11.343592000000001	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.757	s583
13.957456	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.769	s583
16.564592	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.679	s583
19.178	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.7	s583
21.785592	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.837	s583
24.399	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.641	s583
27.012592	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.799	s583
29.626	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.853	s583
32.237	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.892	s583
34.850592	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.745	s583
37.460864	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.946	s583
40.070728	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.73	s583
42.682455999999995	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.886	s583
45.292728000000004	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.808	s583
47.904	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.877	s583
50.516591999999996	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.853	s583
53.126	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.692	s583
55.736	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.736	s583
58.349455999999996	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.881	s583
60.959591999999994	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.976	s583
63.568	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.969	s583
66.181864	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.596	s583
68.790184	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.651	s583
71.403864	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.759	s583
74.017	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	1.081	s583
76.624864	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	1.402	s583
79.234864	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.998	s583
81.846864	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.934	s583
84.459456	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	1.013	s583
87.068	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	1.054	s583
89.678728	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	1.332	s583
92.294	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.959	s583
94.904864	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	1.064	s583
97.51759200000001	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	1.232	s583
