onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	worker_id
3.524	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.649	s640
6.14	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.451	s640
8.758863999999999	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.48	s640
11.376728	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.478	s640
13.993592000000001	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.592	s640
16.612	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.458	s640
19.229864000000003	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.382	s640
21.847864	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.617	s640
24.465	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.533	s640
27.081592	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.615	s640
29.700456	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.542	s640
32.317864	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.664	s640
34.930864	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.538	s640
37.548	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.591	s640
40.16	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.461	s640
42.771864	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.573	s640
45.39	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.506	s640
48.006864	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.476	s640
50.625	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.44	s640
53.236591999999995	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.418	s640
55.855	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.527	s640
58.471184	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.376	s640
61.08932	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.439	s640
63.708	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.403	s640
66.325864	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.482	s640
68.942864	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.429	s640
71.560864	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.457	s640
