onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	worker_id
3.517048	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.622	s613
6.123863999999999	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.907	s613
8.736728	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.616	s613
11.352727999999999	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.749	s613
13.961	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.455	s613
16.574	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.808	s613
19.185727999999997	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.613	s613
21.795	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.492	s613
24.403	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.93	s613
27.014727999999998	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.636	s613
29.629	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.675	s613
32.237864	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.549	s613
34.850728000000004	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.746	s613
37.459	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.529	s613
40.068	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.92	s613
42.676	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.623	s613
45.284	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.714	s613
47.897	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.754	s613
50.51	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.843	s613
53.119728	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.554	s613
55.731864	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.649	s613
58.342912	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.777	s613
60.952728	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.673	s613
63.560864	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.629	s613
66.168864	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.458	s613
68.777	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.691	s613
71.385	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	1.017	s613
73.993	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.633	s613
76.601	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.651	s613
79.208864	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.638	s613
