onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	worker_id
3.5230479999999997	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.461	s594
6.136863999999999	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.528	s594
8.752728	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.477	s594
11.184728	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.513	s594
13.798	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.457	s594
16.416	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.555	s594
19.034727999999998	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.39	s594
21.654	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.46	s594
24.269	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.38	s594
26.885728	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.416	s594
29.494	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.439	s594
32.110864	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.413	s594
34.725728000000004	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.444	s594
37.339	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.416	s594
39.952	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.563	s594
42.566	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.454	s594
45.178	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.365	s594
47.793	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.526	s594
50.406	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.408	s594
53.014728000000005	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.448	s594
55.623864000000005	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.555	s594
58.234911999999994	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.446	s594
60.843728000000006	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.46	s594
63.451864	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.507	s594
66.059864	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.533	s594
68.668	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.53	s594
71.277	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.51	s594
73.885	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.445	s594
76.493	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.496	s594
79.099864	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.411	s594
81.70872800000001	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.371	s594
84.320864	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.484	s594
86.935864	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.451	s594
89.544	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.39	s594
92.152	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.494	s594
94.759592	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.38	s594
97.369456	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.549	s594
99.97659200000001	1.7	0.0	71.0	spatial	attention_network_task	up	right	incongruent	89	0.441	s594
102.588	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.486	s594
105.197592	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.439	s594
107.806	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.934	s594
110.41359200000001	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.45	s594
113.022	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.55	s594
115.631	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.381	s594
118.237592	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.427	s594
120.845864	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.434	s594
123.457728	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.395	s594
126.066456	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.409	s594
128.676728	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.423	s594
131.283	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.522	s594
133.896592	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.464	s594
136.503	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.505	s594
139.114	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.455	s594
141.725456	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.643	s594
144.338592	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.404	s594
146.949	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.383	s594
149.556864	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.512	s594
152.164184	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.404	s594
154.772864	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.46	s594
157.385	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.502	s594
159.994864	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.546	s594
162.602864	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.348	s594
165.21086400000002	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.468	s594
167.818456	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.437	s594
180.945	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.379	s594
183.551728	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.4	s594
186.16	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.515	s594
188.773864	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.406	s594
191.381592	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.6	s594
193.992456	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.419	s594
196.604	1.7	0.0	71.0	double	attention_network_task	down	right	incongruent	89	0.399	s594
199.211864	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.455	s594
201.819864	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.463	s594
204.432864	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.382	s594
207.041864	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.375	s594
209.649728	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.488	s594
212.257864	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.468	s594
214.865592	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.438	s594
217.474	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.596	s594
220.082864	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.63	s594
222.69	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.423	s594
225.297864	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.415	s594
227.91104800000002	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.401	s594
230.521728	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.51	s594
233.132864	1.7	1.0	89.0	double	attention_network_task	down	left	congruent	89	0.497	s594
235.741	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.498	s594
238.348864	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.313	s594
240.958	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.379	s594
243.565864	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.356	s594
246.173728	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.541	s594
248.78172800000002	1.7	1.0	89.0	spatial	attention_network_task	up	left	incongruent	89	0.49	s594
251.389864	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.342	s594
253.998	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.363	s594
256.610864	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.373	s594
259.22	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.317	s594
261.826728	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.372	s594
264.441	1.7	0.0	89.0	spatial	attention_network_task	down	left	incongruent	71	0.42	s594
267.049	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.458	s594
269.656864	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.447	s594
272.264728	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.36	s594
274.872592	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.571	s594
277.481	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.515	s594
280.089864	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.502	s594
282.702864	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.489	s594
285.311	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.426	s594
287.918592	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.517	s594
290.526456	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.398	s594
293.134864	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.495	s594
295.747864	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.535	s594
298.361	1.7	1.0	89.0	spatial	attention_network_task	down	left	incongruent	89	0.466	s594
300.971	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.447	s594
303.58286400000003	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.438	s594
306.193	1.7	1.0	89.0	double	attention_network_task	up	left	congruent	89	0.424	s594
308.799864	1.7	1.0	71.0	double	attention_network_task	up	right	congruent	71	0.515	s594
311.408	1.7	1.0	71.0	double	attention_network_task	down	right	congruent	71	0.517	s594
314.014592	1.7	1.0	71.0	spatial	attention_network_task	down	right	congruent	71	0.392	s594
316.63	1.7	1.0	71.0	spatial	attention_network_task	down	right	incongruent	71	0.401	s594
319.237184	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.492	s594
321.84632	1.7	1.0	71.0	spatial	attention_network_task	up	right	congruent	71	0.497	s594
324.454	1.7	1.0	89.0	spatial	attention_network_task	up	left	congruent	89	0.403	s594
327.061864	1.7	1.0	89.0	spatial	attention_network_task	down	left	congruent	89	0.428	s594
329.669864	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.55	s594
332.278864	1.7	1.0	71.0	double	attention_network_task	down	right	incongruent	71	0.465	s594
334.886	1.7	1.0	71.0	double	attention_network_task	up	right	incongruent	71	0.463	s594
337.493864	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.498	s594
340.101048	1.7	1.0	71.0	spatial	attention_network_task	up	right	incongruent	71	0.338	s594
342.710864	1.7	1.0	89.0	double	attention_network_task	down	left	incongruent	89	0.458	s594
345.317592	1.7	1.0	89.0	double	attention_network_task	up	left	incongruent	89	0.477	s594
